3,0,24,0,0,0,0,339,0,0,0,12,0,0,0,0,152,2,0,0,24,0,0,1,25,0,0,141,0,10,7,7,4
3,0,24,0,0,0,0,339,0,0,0,12,0,0,0,0,152,2,0,0,24,0,0,1,25,0,0,141,0,10,7,7,4
2,0,24,0,0,0,0,340,0,0,0,16,0,0,0,0,154,3,0,0,26,0,0,2,18,0,0,133,0,6,12,8,5
4,0,16,0,0,0,0,336,0,0,0,18,1,0,0,0,149,6,0,0,18,0,0,0,18,0,0,119,0,13,5,3,1
3,0,19,0,0,0,0,351,0,0,0,11,0,0,0,0,145,4,0,0,25,0,0,0,25,0,0,133,0,14,14,5,5
0,0,22,0,0,0,0,339,0,0,0,13,4,0,0,0,142,6,0,0,27,0,1,0,25,0,0,113,0,14,18,4,1
2,0,19,0,0,0,0,295,0,0,0,15,0,0,0,0,133,2,0,0,25,0,0,0,18,0,0,111,0,16,17,5,4
2,0,31,0,0,0,0,303,0,0,0,17,0,0,0,0,139,4,0,0,21,0,0,2,18,0,0,111,0,14,17,3,5
2,0,21,0,0,0,0,303,0,0,0,15,0,0,0,0,136,6,0,0,24,0,0,1,20,0,0,117,0,11,9,3,3
1,0,17,0,0,0,0,273,0,0,0,16,1,0,0,0,118,5,0,0,30,0,0,0,16,0,0,103,0,11,21,4,2
1,0,21,0,0,0,0,292,0,0,0,13,0,0,0,0,131,3,0,0,23,0,0,2,16,0,0,108,0,14,17,3,3
1,0,18,0,0,0,0,277,0,0,0,17,0,0,0,0,129,9,0,0,29,0,0,1,18,0,0,99,0,12,20,4,3
0,0,18,0,0,0,0,307,0,0,0,15,0,0,0,0,128,9,0,0,22,0,0,2,20,0,0,109,0,14,18,5,4
0,0,16,0,0,0,0,311,0,0,0,12,1,0,0,0,133,9,0,0,33,0,0,0,19,0,0,111,0,14,19,7,3
0,0,17,0,0,0,0,308,0,0,0,8,3,0,0,0,128,9,0,0,28,0,0,1,19,0,0,101,0,16,12,5,4
0,0,16,0,0,0,0,283,0,0,0,15,3,0,0,0,114,12,0,0,35,0,0,1,15,0,0,83,0,12,24,9,0
0,0,23,0,0,0,0,236,0,0,0,22,1,0,0,0,101,12,0,1,22,0,0,0,9,0,0,61,0,25,31,4,2
0,0,18,0,0,0,0,234,0,0,0,9,0,0,0,0,109,7,0,0,33,0,0,0,12,0,0,83,0,15,31,8,2
0,0,15,0,0,0,0,250,0,0,0,10,1,0,0,0,107,8,0,0,32,0,0,0,13,0,0,82,0,12,27,8,2
3,0,21,0,0,0,0,262,0,0,0,11,1,0,0,0,103,6,0,0,27,0,0,2,9,0,0,98,0,23,24,10,1
2,0,25,0,0,0,0,264,0,0,0,15,0,0,0,0,115,5,0,0,18,0,0,1,7,0,0,105,0,22,23,4,3
4,0,38,0,0,0,0,284,0,0,0,13,0,0,0,0,132,7,0,0,9,0,0,1,7,0,0,96,0,19,13,2,3
7,0,24,0,0,0,0,280,0,0,0,15,1,0,0,0,136,4,0,0,8,0,0,0,8,0,0,98,0,15,10,4,5
6,0,19,0,0,0,0,254,0,0,0,21,1,0,0,0,139,3,0,0,3,0,0,2,8,0,0,101,0,18,15,1,2
9,0,24,0,0,0,0,241,0,0,0,23,0,0,0,0,125,3,0,0,2,0,0,0,7,0,0,86,0,28,13,2,5
5,0,25,0,0,0,0,210,0,0,0,17,0,0,0,0,118,1,0,0,0,0,0,0,2,0,0,87,0,29,10,0,2
2,0,14,0,0,0,0,75,0,0,0,13,1,0,0,0,34,0,0,0,5,0,0,0,4,0,0,30,0,12,5,0,2
1,0,4,0,0,0,0,53,0,0,0,12,0,0,0,0,27,0,0,0,1,0,0,0,4,0,0,15,0,6,2,0,2
4,0,0,0,0,0,0,43,0,0,0,6,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,15,0,1,0,0,4
0,0,0,0,0,0,0,29,0,0,0,2,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1
0,0,0,0,0,0,0,30,0,0,0,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,15,0,1,1,1,2
0,0,0,0,0,0,0,41,0,0,0,2,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,26,0,0,4,0,1
0,0,0,0,0,0,0,43,0,0,0,6,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,24,0,0,4,0,1
1,0,1,0,0,0,0,55,0,0,0,2,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,32,0,1,3,0,0
2,0,0,0,0,0,0,69,0,0,0,3,0,0,0,0,60,0,0,1,0,0,0,0,0,1,0,40,0,1,6,0,0
0,0,2,0,0,0,0,73,0,0,0,2,0,0,0,0,66,1,0,0,0,0,1,0,0,0,0,36,0,1,5,0,0
