0,71,0,60,31,16,110,0,56,0,10,0,0,66,157,75,149,28,0,0,2,0,0,0,0,0,0,121,4,35,9,0,0
0,71,0,60,31,16,110,0,56,0,10,0,0,66,157,75,149,28,0,0,2,0,0,0,0,0,0,121,4,35,9,0,0
0,71,0,60,31,16,110,0,56,0,10,0,0,66,157,75,149,28,0,0,2,0,0,0,0,0,0,121,4,35,9,0,0
0,71,0,60,31,16,110,0,56,0,10,0,0,66,157,75,149,28,0,0,2,0,0,0,0,0,0,121,4,35,9,0,0
0,64,0,61,37,11,110,0,58,0,15,0,0,91,155,58,146,25,0,0,4,0,0,0,0,0,0,120,3,31,11,0,0
0,64,0,61,37,11,110,0,58,0,15,0,0,91,155,58,146,25,0,0,4,0,0,0,0,0,0,120,3,31,11,0,0
0,67,0,64,31,10,108,0,52,0,11,0,0,73,171,67,147,26,0,0,2,0,0,0,0,0,0,123,3,35,10,0,0
0,67,0,64,31,10,108,0,52,0,11,0,0,73,171,67,147,26,0,0,2,0,0,0,0,0,0,123,3,35,10,0,0
0,67,0,64,31,10,108,0,52,0,11,0,0,73,171,67,147,26,0,0,2,0,0,0,0,0,0,123,3,35,10,0,0
0,72,0,63,24,14,110,0,59,0,5,0,0,69,166,74,156,23,0,0,0,0,0,0,0,0,0,123,2,35,5,0,0
0,72,0,63,24,14,110,0,59,0,5,0,0,69,166,74,156,23,0,0,0,0,0,0,0,0,0,123,2,35,5,0,0
0,45,0,61,28,5,106,0,63,0,11,0,0,107,154,65,149,40,0,0,3,0,0,0,0,0,0,120,1,34,8,0,0
0,33,0,54,46,12,98,0,65,0,6,0,0,128,144,57,132,26,0,0,7,0,0,0,0,0,0,149,1,28,14,0,0
0,54,0,50,43,16,85,0,61,0,3,0,0,96,165,57,140,21,0,0,7,0,0,0,0,0,0,156,2,30,14,0,0
0,52,0,37,31,14,91,0,79,0,1,0,0,101,163,69,137,21,0,0,2,0,0,0,0,0,0,163,1,27,11,0,0
0,52,0,37,31,14,91,0,79,0,1,0,0,101,163,69,137,21,0,0,2,0,0,0,0,0,0,163,1,27,11,0,0
0,52,0,37,31,14,91,0,79,0,1,0,0,101,163,69,137,21,0,0,2,0,0,0,0,0,0,163,1,27,11,0,0
0,52,0,37,31,14,91,0,79,0,1,0,0,101,163,69,137,21,0,0,2,0,0,0,0,0,0,163,1,27,11,0,0
0,52,0,37,31,14,91,0,79,0,1,0,0,101,163,69,137,21,0,0,2,0,0,0,0,0,0,163,1,27,11,0,0
0,34,0,64,44,5,77,0,77,0,4,0,0,122,156,59,133,35,0,0,8,0,0,0,0,0,0,143,0,24,15,0,0
0,34,0,64,44,5,77,0,77,0,4,0,0,122,156,59,133,35,0,0,8,0,0,0,0,0,0,143,0,24,15,0,0
0,34,0,64,44,5,77,0,77,0,4,0,0,122,156,59,133,35,0,0,8,0,0,0,0,0,0,143,0,24,15,0,0
